Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Age at enrollment__is_outlier,Curricular units 1st sem (evaluations)__is_outlier,Curricular units 2nd sem (evaluations)__is_outlier,Delta_Grade,Grade_Improvement,Grade_Decline,CR_Sem1,CR_Sem2,Delta_CR,Completion_Collapse,Fail_Crossing,Borderline_Collapse,EvalPressure_Sem1,EvalPressure_Sem2,Delta_EvalPressure,GhostRate_Sem1,GhostRate_Sem2,Delta_GhostRate,Ghost_Worsening,Academic_Stress,Academic_Stress_Level,Home_Support_Risk,Subject_Specific,Subject_Risk_Flag,Subject_Difficulty_Score
1,1,1,9254,1,1,112.0,1,38,19,9,5,113.8,1,0,0,1,0,0,21,0,0,6,10,6,10.833333333333334,0,0,6,10,4,11.0,0,7.6,2.6,0.32,Enrolled,0,0,0,0.16666666666666607,1,0,1.0,0.6666666666666666,-0.33333333333333337,0,0,0,1.6666666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,0,0.1974012283374637,Low,0.0,Math,1,1.0
1,1,1,171,1,1,138.0,1,1,40,4,3,149.9,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,,,,No_Feedback,0,
1,17,5,9119,1,1,130.0,1,19,1,4,5,118.1,1,0,1,0,1,0,26,0,0,5,11,1,10.0,0,0,5,14,1,11.0,0,8.9,1.4,3.51,Dropout,0,0,0,1.0,1,0,0.2,0.2,0.0,0,0,0,2.2,2.8,0.5999999999999996,0.0,0.0,0.0,0,0.5320414009783835,Medium,0.7172913803177878,None,0,0.0
1,1,6,9500,1,1,133.0,1,1,1,9,9,119.7,1,1,1,1,1,0,19,0,2,7,8,7,13.075,0,1,8,11,8,12.36111111111111,0,12.4,0.5,1.79,Graduate,0,0,0,-0.7138888888888886,0,1,1.0,1.0,0.0,0,0,0,1.1428571428571428,1.375,0.2321428571428572,0.0,0.0,0.0,0,0.0,Low,0.39018846496069093,Language,1,0.5
1,17,3,9147,1,1,118.0,1,1,19,5,7,118.0,0,0,0,1,0,0,20,0,0,5,11,4,11.0,0,0,5,7,5,13.2,0,12.4,0.5,1.79,Enrolled,0,0,0,2.1999999999999993,1,0,0.8,1.0,0.19999999999999996,0,0,0,2.2,1.4,-0.8000000000000003,0.0,0.0,0.0,0,0.06276062975618311,Low,0.0,Math,1,1.0
1,1,1,171,1,1,124.0,1,1,19,123,103,113.9,1,1,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,0.0,0.79,Dropout,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,,,,No_Feedback,0,
1,16,5,9085,1,1,134.0,1,19,37,8,8,123.9,1,0,0,1,1,0,18,0,0,5,11,5,13.0,2,0,5,7,5,12.4,0,9.4,0.0,0.0,Enrolled,0,0,0,-0.5999999999999996,0,1,1.0,1.0,0.0,0,0,0,2.2,1.4,-0.8000000000000003,0.4,0.0,-0.4,0,0.014169452199033605,Low,0.0,None,0,0.0
1,17,1,9500,1,1,142.0,1,38,37,9,8,130.8,1,0,0,1,0,1,19,0,0,7,10,6,12.583333333333334,0,0,8,8,7,12.671428571428573,0,13.9,0.0,0.79,Graduate,0,0,0,0.08809523809523867,1,0,0.8571428571428571,0.875,0.017857142857142905,0,0,0,1.4285714285714286,1.0,-0.4285714285714286,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,1,6,9500,1,1,140.0,1,3,1,3,3,131.5,1,0,0,1,0,0,19,0,0,8,8,8,13.25375,0,0,8,8,8,13.25375,0,9.4,0.0,0.0,Graduate,0,0,0,0.0,0,0,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,7,1,9991,0,40,130.0,1,1,3,4,2,130.0,0,0,0,1,1,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.49859010340933285,Medium,0.0846696630335913,Language,1,0.5
1,1,1,9500,1,1,148.0,1,19,19,9,9,138.7,0,0,0,1,0,1,19,0,0,7,10,7,15.114999999999998,0,0,8,10,8,15.092,0,15.5,2.8,0.0,Graduate,0,0,0,-0.02299999999999791,0,1,1.0,1.0,0.0,0,0,0,1.4285714285714286,1.25,-0.1785714285714286,0.0,0.0,0.0,0,0.0,Low,0.19946915478076138,None,0,0.0
1,17,1,9085,1,1,141.0,1,3,2,2,3,130.2,1,0,0,1,0,0,20,0,0,6,14,6,15.75,0,0,6,8,6,13.0,0,15.5,2.8,0.0,Graduate,0,0,0,-2.75,0,1,1.0,1.0,0.0,0,0,0,2.3333333333333335,1.3333333333333333,-1.0000000000000002,0.0,0.0,0.0,0,0.16162402484067295,Low,0.0,Math,1,1.0
1,1,1,9147,1,1,125.0,1,38,1,3,10,114.5,1,0,0,1,1,0,19,0,0,5,5,5,13.8,0,0,5,7,5,12.4,0,9.4,0.0,0.0,Graduate,0,0,0,-1.4000000000000004,0,1,1.0,1.0,0.0,0,0,0,1.0,1.4,0.3999999999999999,0.0,0.0,0.0,0,0.07845051456928628,Low,0.0,Math,1,1.0
1,17,3,9085,1,1,134.0,1,37,38,9,9,120.4,1,0,0,1,0,0,20,0,0,5,13,3,11.333333333333334,2,0,5,8,5,12.6,0,9.4,0.0,0.0,Enrolled,0,0,0,1.2666666666666657,1,0,0.6,1.0,0.4,0,0,0,2.6,1.6,-1.0,0.4,0.0,-0.4,0,0.07979945496122363,Low,0.25158007649491443,None,0,0.0
1,39,1,9147,1,1,120.0,1,1,19,4,7,110.0,0,0,0,1,1,0,27,0,0,5,13,3,10.75,0,0,5,9,3,10.333333333333334,0,15.5,2.8,0.0,Dropout,0,0,0,-0.4166666666666661,0,1,0.6,0.6,0.0,0,0,0,2.6,1.8,-0.8,0.0,0.0,0.0,0,0.3131841949380702,Low,0.1680625211390282,Other,1,0.3
1,44,1,9070,1,39,120.0,1,1,38,5,5,116.3,1,1,0,1,1,1,21,0,2,7,7,4,11.5,0,5,9,10,7,12.142857142857142,0,12.4,0.5,1.79,Graduate,0,0,0,0.6428571428571423,1,0,0.5714285714285714,0.7777777777777778,0.2063492063492064,0,0,0,1.0,1.1111111111111112,0.11111111111111116,0.0,0.0,0.0,0,0.006048778928330986,Low,0.0,Language,1,0.5
1,17,2,9147,1,1,125.0,1,19,38,9,7,116.3,1,0,0,1,1,0,19,0,0,5,8,5,13.25,0,0,5,8,5,11.0,0,13.9,0.0,0.79,Graduate,0,0,0,-2.25,0,1,1.0,1.0,0.0,0,0,0,1.6,1.6,0.0,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,1,1,171,1,1,161.0,1,37,37,9,9,144.2,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,,,,No_Feedback,0,
1,1,1,9500,1,1,139.0,1,19,37,5,5,125.5,0,0,0,1,0,1,21,0,0,8,8,7,13.514285714285714,0,0,8,8,7,13.514285714285714,0,12.7,3.7,0.0,Graduate,0,0,0,0.0,0,0,0.875,0.875,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,1,1,9238,1,1,136.0,1,4,5,2,2,126.2,0,0,0,1,1,0,22,0,0,6,10,5,11.4,0,0,6,8,5,11.0,0,10.8,1.4,1.74,Graduate,0,0,0,-0.40000000000000036,0,1,0.8333333333333334,0.8333333333333334,0.0,0,0,0,1.6666666666666667,1.3333333333333333,-0.3333333333333335,0.0,0.0,0.0,0,0.1653072118036202,Low,0.0,None,0,0.0
1,39,1,8014,0,1,133.1,1,1,19,5,4,102.5,0,0,0,1,0,1,27,0,0,6,16,1,10.0,0,0,6,13,0,0.0,0,8.9,1.4,3.51,Dropout,0,0,0,-10.0,0,1,0.16666666666666666,0.0,-0.16666666666666666,0,1,1,2.6666666666666665,2.1666666666666665,-0.5,0.0,0.0,0.0,0,0.8088683108337495,High,0.6485893741772248,Language,1,0.5
1,17,1,9119,1,1,127.0,1,19,1,4,5,115.8,0,0,0,1,1,0,20,0,0,5,10,4,11.5,0,0,5,11,0,0.0,0,13.9,0.0,0.79,Enrolled,0,0,0,-11.5,0,1,0.8,0.0,-0.8,0,1,0,2.0,2.2,0.20000000000000018,0.0,0.0,0.0,0,1.0,High,0.0,Other,1,0.3
1,1,1,9500,1,1,125.0,1,37,19,9,9,122.4,1,0,0,1,1,0,19,0,0,7,7,7,13.725714285714286,0,0,8,8,8,14.5,0,11.1,0.6,2.02,Graduate,0,0,0,0.774285714285714,1,0,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,17,4,9500,1,1,141.0,1,38,37,3,3,126.3,1,0,0,1,0,0,18,0,0,8,8,7,13.297142857142855,0,0,8,8,7,13.297142857142855,0,10.8,1.4,1.74,Graduate,0,0,0,0.0,0,0,0.875,0.875,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,Low,0.2240564638508301,None,0,0.0
1,39,1,9254,1,19,133.1,1,3,19,2,3,124.5,0,0,0,1,0,1,36,0,0,6,7,6,13.714285714285714,0,0,6,6,5,12.8,0,16.2,0.3,0.0,Dropout,0,0,0,-0.9142857142857128,0,1,1.0,0.8333333333333334,-0.16666666666666663,0,0,0,1.1666666666666667,1.0,-0.16666666666666674,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,1,1,9773,1,1,142.0,1,1,19,9,9,136.1,0,0,1,1,1,1,19,0,0,6,6,6,12.666666666666666,0,0,6,6,6,14.0,0,16.2,0.3,0.0,Graduate,0,0,0,1.333333333333334,1,0,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,Low,0.28503003534703186,None,0,0.0
1,1,4,9500,1,1,140.0,1,1,12,3,10,131.6,1,0,0,1,0,0,18,0,0,7,8,7,13.135,0,0,8,9,8,13.244444444444444,0,12.4,0.5,1.79,Graduate,0,0,0,0.10944444444444379,1,0,1.0,1.0,0.0,0,0,0,1.1428571428571428,1.125,-0.017857142857142794,0.0,0.0,0.0,0,0.0,Low,0.0,None,0,0.0
2,39,1,9991,0,1,110.0,1,37,37,9,4,160.0,0,0,0,1,0,0,44,0,0,5,5,5,11.8,0,0,5,5,5,12.4,0,15.5,2.8,0.0,Graduate,1,0,0,0.5999999999999996,1,0,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,1,1,171,1,1,152.0,1,1,38,4,9,160.4,1,0,0,0,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0.3185589746298416,Low,0.0,None,0,0.0
1,1,1,9147,1,1,130.0,1,1,19,3,3,123.0,0,0,0,1,0,1,18,0,0,5,7,5,13.333333333333334,0,0,5,6,5,13.6,0,12.7,3.7,0.0,Graduate,0,0,0,0.2666666666666657,1,0,1.0,1.0,0.0,0,0,0,1.4,1.2,-0.19999999999999996,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,44,1,171,1,39,160.0,1,19,38,9,9,160.0,1,0,1,1,1,1,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,0.0,Dropout,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,,,,No_Feedback,0,
2,43,1,9670,1,1,100.0,1,34,34,0,0,128.2,0,0,0,1,1,0,32,0,6,10,12,10,11.4,0,4,9,9,4,11.5,0,7.6,2.6,0.32,Graduate,0,0,0,0.09999999999999964,1,0,1.0,0.4444444444444444,-0.5555555555555556,1,0,0,1.2,1.0,-0.19999999999999996,0.0,0.0,0.0,0,0.33087534397418683,Medium,0.33490143066760647,None,0,0.0
1,1,1,9773,1,1,146.0,1,37,37,9,7,149.2,1,0,0,1,1,1,21,0,0,6,6,6,13.5,0,0,6,6,6,14.166666666666666,0,12.7,3.7,0.0,Graduate,0,0,0,0.6666666666666661,1,0,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,Low,0.2576690938056973,Language,1,0.5
2,43,1,9070,1,2,140.0,1,37,37,6,6,140.0,1,0,0,1,1,0,38,0,14,18,18,18,14.5,0,13,18,18,18,14.5,0,16.2,0.3,0.0,Graduate,0,0,0,0.0,0,0,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,Low,0.7917652436948572,Math,1,1.0
1,1,2,9500,1,1,145.0,1,4,2,2,3,127.3,1,0,0,1,1,0,18,0,0,8,8,7,11.69,0,0,8,8,7,11.69,0,10.8,1.4,1.74,Graduate,0,0,0,0.0,0,0,0.875,0.875,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,39,1,9254,1,19,133.1,1,37,37,9,4,100.0,0,0,0,1,1,0,27,0,0,6,11,3,11.333333333333334,0,0,6,10,3,14.75,0,16.2,0.3,0.0,Dropout,0,0,0,3.416666666666666,1,0,0.5,0.5,0.0,0,0,0,1.8333333333333333,1.6666666666666667,-0.16666666666666652,0.0,0.0,0.0,0,0.29793609534294224,Low,0.3883118129878055,None,0,0.0
1,18,4,9119,1,1,134.0,1,19,38,194,175,124.9,1,0,1,1,1,0,18,0,0,5,11,3,10.666666666666666,0,0,5,9,3,11.333333333333334,0,8.9,1.4,3.51,Enrolled,0,0,0,0.6666666666666679,1,0,0.6,0.6,0.0,0,0,0,2.2,1.8,-0.40000000000000013,0.0,0.0,0.0,0,0.0,Low,0.30228361752044786,Language,1,0.5
1,1,4,9500,1,1,129.0,1,37,37,9,9,117.1,1,0,0,1,0,0,30,0,0,7,7,7,14.692857142857145,0,0,8,8,8,14.9625,0,12.4,0.5,1.79,Graduate,0,0,0,0.2696428571428555,1,0,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.2549009708717722,Low,0.05332824531274205,Language,1,0.5
1,7,1,9085,1,3,120.0,1,37,37,7,7,120.0,0,0,0,1,0,0,32,0,4,10,20,4,11.5,2,3,9,13,3,11.666666666666666,2,15.5,2.8,0.0,Dropout,0,0,0,0.16666666666666607,1,0,0.4,0.3333333333333333,-0.06666666666666671,0,0,0,2.0,1.4444444444444444,-0.5555555555555556,0.2,0.2222222222222222,0.0222222222222222,0,,,,No_Feedback,0,
4,1,1,9991,0,1,140.0,1,37,37,9,7,139.0,0,0,0,1,0,1,38,0,0,5,8,5,11.0,0,0,5,7,5,11.4,0,9.4,0.0,0.0,Enrolled,0,0,0,0.40000000000000036,1,0,1.0,1.0,0.0,0,0,0,1.6,1.4,-0.20000000000000018,0.0,0.0,0.0,0,0.01488768039176911,Low,0.6596456252664418,None,0,0.0
1,18,1,9773,1,1,135.0,1,1,1,3,3,129.8,0,0,0,1,0,1,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.833333333333334,0,12.7,3.7,0.0,Dropout,0,0,0,-0.8333333333333321,0,1,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,17,1,9119,1,1,116.0,1,19,37,90,5,116.7,1,0,0,1,1,0,21,0,0,5,10,1,10.0,0,0,5,8,3,13.666666666666666,3,7.6,2.6,0.32,Dropout,0,0,0,3.666666666666666,1,0,0.2,0.6,0.39999999999999997,0,0,0,2.0,1.6,-0.3999999999999999,0.0,0.6,0.6,1,,,,No_Feedback,0,
1,18,1,9500,1,1,135.0,1,3,3,1,1,125.8,1,0,0,1,0,0,18,0,0,8,8,7,13.154285714285717,0,0,8,8,7,13.154285714285717,0,10.8,1.4,1.74,Graduate,0,0,0,0.0,0,0,0.875,0.875,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.14957466445884032,Low,0.17153490673929192,Language,1,0.5
1,17,5,171,1,1,122.0,1,19,12,5,9,127.3,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0.344881309647162,Medium,0.015974097043513776,Language,1,0.5
1,17,3,9254,1,1,122.0,1,1,1,4,4,126.6,0,0,0,0,0,0,18,0,0,5,5,5,10.4,0,0,6,13,0,0.0,0,10.8,1.4,1.74,Dropout,0,0,0,-10.4,0,1,1.0,0.0,-1.0,1,1,1,1.0,2.1666666666666665,1.1666666666666665,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,17,1,9085,1,1,120.0,1,2,3,2,2,116.1,0,0,0,1,0,0,20,0,0,5,12,3,11.666666666666666,2,0,5,11,4,11.5,1,9.4,0.0,0.0,Graduate,0,0,0,-0.16666666666666607,0,1,0.6,0.8,0.20000000000000007,0,0,0,2.4,2.2,-0.19999999999999973,0.4,0.2,-0.2,0,0.09418075799663846,Low,0.10530454855009898,None,0,0.0
1,17,6,9556,1,1,134.0,1,19,38,7,7,128.5,1,0,0,1,0,1,18,0,0,7,9,7,14.1,0,0,8,8,8,13.3125,0,12.7,3.7,0.0,Graduate,0,0,0,-0.7874999999999996,0,1,1.0,1.0,0.0,0,0,0,1.2857142857142858,1.0,-0.2857142857142858,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,1,4,9500,1,1,137.0,1,19,38,9,3,125.0,1,0,0,1,0,0,19,0,0,7,7,6,14.616666666666667,0,0,7,7,6,14.616666666666667,0,7.6,2.6,0.32,Graduate,0,0,0,0.0,0,0,0.8571428571428571,0.8571428571428571,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,Low,0.0,Other,1,0.3
1,1,1,9085,1,1,140.0,1,12,1,1,90,141.8,0,0,0,1,0,0,21,0,0,5,7,5,14.4,0,0,5,5,5,13.8,0,7.6,2.6,0.32,Graduate,0,0,0,-0.5999999999999996,0,1,1.0,1.0,0.0,0,0,0,1.4,1.0,-0.3999999999999999,0.0,0.0,0.0,0,0.0,Low,0.09758627039905063,None,0,0.0
1,44,1,9003,1,39,130.0,1,37,37,9,10,130.0,0,0,1,0,0,0,29,0,0,6,13,3,12.75,0,0,6,8,3,11.333333333333334,0,13.9,0.0,0.79,Dropout,0,0,0,-1.416666666666666,0,1,0.5,0.5,0.0,0,0,0,2.1666666666666665,1.3333333333333333,-0.8333333333333333,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,39,2,9670,1,19,133.1,1,34,34,0,0,100.0,1,0,0,0,1,0,27,0,0,5,8,1,11.0,0,0,5,6,3,10.666666666666666,1,7.6,2.6,0.32,Dropout,0,0,0,-0.3333333333333339,0,1,0.2,0.6,0.39999999999999997,0,0,0,1.6,1.2,-0.40000000000000013,0.0,0.2,0.2,0,0.20907952159816437,Low,0.23635150277046232,Math,1,1.0
2,39,2,9556,1,12,133.1,1,34,34,99,99,100.5,0,0,0,1,0,0,39,0,0,3,7,1,14.0,0,0,2,4,0,0.0,0,11.1,0.6,2.02,Dropout,0,0,0,-14.0,0,1,0.3333333333333333,0.0,-0.3333333333333333,0,1,0,2.3333333333333335,2.0,-0.3333333333333335,0.0,0.0,0.0,0,0.8315332422773614,High,0.7670884204937696,Math,1,1.0
1,16,1,9003,1,1,147.0,1,1,37,4,9,140.7,1,0,1,1,0,1,20,0,13,18,19,18,15.052631578947368,0,11,13,13,13,14.538461538461538,0,15.5,2.8,0.0,Graduate,0,0,0,-0.5141700404858298,0,1,1.0,1.0,0.0,0,0,0,1.0555555555555556,1.0,-0.05555555555555558,0.0,0.0,0.0,0,0.04480015443866256,Low,0.2991409623510247,None,0,0.0
1,17,2,9773,1,1,125.0,1,1,1,4,8,115.6,1,0,0,1,0,0,19,0,0,6,6,6,13.333333333333334,0,0,6,6,6,14.666666666666666,0,12.4,0.5,1.79,Graduate,0,0,0,1.3333333333333321,1,0,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,Low,0.05047496832313513,None,0,0.0
1,44,1,9238,1,1,150.0,1,1,38,4,9,145.9,0,0,0,1,0,1,19,0,3,6,6,6,15.5,0,2,6,7,6,13.571428571428571,0,13.9,0.0,0.79,Graduate,0,0,0,-1.9285714285714288,0,1,1.0,1.0,0.0,0,0,0,1.0,1.1666666666666667,0.16666666666666674,0.0,0.0,0.0,0,0.11112210126724023,Low,0.0,None,0,0.0
1,17,1,9147,1,1,139.0,1,38,38,7,5,133.4,0,0,0,1,0,0,18,0,0,5,9,1,11.0,1,0,5,10,0,0.0,0,9.4,0.0,0.0,Enrolled,0,0,0,-11.0,0,1,0.2,0.0,-0.2,0,1,1,1.8,2.0,0.19999999999999996,0.2,0.0,-0.2,0,0.9477868429980008,High,0.06106355750982477,Math,1,1.0
1,16,1,171,1,1,150.0,1,37,37,9,9,134.6,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,,,,No_Feedback,0,
1,1,1,9991,0,1,172.0,1,38,37,9,9,149.3,0,0,0,1,1,1,24,0,0,5,5,5,16.0,0,0,5,5,5,16.0,0,8.9,1.4,3.51,Graduate,0,0,0,0.0,0,0,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.1360115900180313,Low,0.0,None,0,0.0
1,39,2,9147,1,38,133.1,1,19,38,9,9,102.5,0,0,0,0,1,0,26,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,0.0,Dropout,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1.0,0.0,-1.0,0.0,0.0,0.0,0,0.37554574999152773,Medium,0.08602968020183373,Language,1,0.5
2,39,1,8014,0,1,150.0,1,37,37,9,9,140.0,0,0,0,0,1,0,35,0,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,0.0,0.0,Graduate,0,0,0,0.16666666666666607,1,0,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.023286808742689825,Low,0.39349768356626713,Language,1,0.5
1,39,1,9991,0,1,133.1,1,1,1,4,2,127.7,0,0,0,1,0,0,25,0,0,5,12,4,12.5,0,0,5,10,4,11.0,0,13.9,0.0,0.79,Enrolled,0,0,0,-1.5,0,1,0.8,0.8,0.0,0,0,0,2.4,2.0,-0.3999999999999999,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,1,6,9500,1,1,151.0,1,3,1,2,1,129.8,1,0,0,1,1,0,18,0,0,8,10,8,13.05375,2,0,8,10,8,13.05375,2,9.4,0.0,0.0,Graduate,0,0,0,0.0,0,0,1.0,1.0,0.0,0,0,0,1.25,1.25,0.0,0.25,0.25,0.0,0,0.0,Low,0.0,None,0,0.0
1,18,1,9119,1,1,108.0,1,1,1,4,3,105.6,1,0,0,1,1,0,20,0,0,5,7,5,12.166666666666666,0,0,5,7,5,15.285714285714286,0,12.4,0.5,1.79,Graduate,0,0,0,3.1190476190476204,1,0,1.0,1.0,0.0,0,0,0,1.4,1.4,0.0,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,1,1,9254,1,1,138.0,1,38,19,9,10,133.1,0,0,0,1,0,0,18,0,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,15.5,2.8,0.0,Graduate,0,0,0,0.16666666666666607,1,0,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.043221669075925395,Low,0.12702599182037477,None,0,0.0
1,1,1,9500,1,1,143.0,1,19,19,5,6,142.3,0,0,0,1,0,1,18,0,0,7,7,7,13.79714285714286,0,0,8,8,8,13.775,0,12.4,0.5,1.79,Enrolled,0,0,0,-0.02214285714286035,0,1,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,Low,0.08015208201806764,None,0,0.0
1,44,1,9003,1,39,140.0,1,1,19,4,8,140.0,0,0,0,1,1,0,20,0,0,6,7,6,13.571428571428571,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,Graduate,0,0,0,-0.9047619047619051,0,1,1.0,1.0,0.0,0,0,0,1.1666666666666667,1.0,-0.16666666666666674,0.0,0.0,0.0,0,0.14202069764061567,Low,0.0,Language,1,0.5
2,39,2,9147,1,1,133.1,1,37,37,5,7,110.0,0,0,0,1,1,0,43,0,0,5,14,0,0.0,1,0,5,5,0,0.0,0,9.4,0.0,0.0,Dropout,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,2.8,1.0,-1.7999999999999998,0.2,0.0,-0.2,0,0.5993782214530439,Medium,0.9159418164404576,None,0,0.0
2,43,1,9238,1,12,100.0,1,37,37,9,9,134.4,0,0,0,1,0,0,34,0,9,16,20,14,12.071428571428571,1,11,13,13,11,12.272727272727272,0,7.6,2.6,0.32,Graduate,0,0,0,0.20129870129870042,1,0,0.875,0.8461538461538461,-0.028846153846153855,0,0,0,1.25,1.0,-0.25,0.0625,0.0,-0.0625,0,0.2143145154442219,Low,0.6072717788047186,Language,1,0.5
1,17,1,9853,1,1,150.0,1,19,19,3,4,135.0,0,0,0,1,0,0,29,0,2,8,10,7,11.142857142857142,0,2,8,11,8,11.375,0,12.7,3.7,0.0,Graduate,0,0,0,0.23214285714285765,1,0,0.875,1.0,0.125,0,0,0,1.25,1.375,0.125,0.0,0.0,0.0,0,0.0,Low,0.4245242058519456,None,0,0.0
1,1,2,9773,1,1,122.0,1,37,37,9,9,126.9,1,0,0,1,0,1,19,0,0,6,11,4,11.0,0,0,6,11,3,11.666666666666666,0,9.4,0.0,0.0,Enrolled,0,0,0,0.6666666666666661,1,0,0.6666666666666666,0.5,-0.16666666666666663,0,0,0,1.8333333333333333,1.8333333333333333,0.0,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,18,2,9238,1,1,121.0,1,19,1,4,3,121.4,1,0,0,1,0,1,19,0,0,6,8,4,10.75,0,0,6,11,5,11.5,0,15.5,2.8,0.0,Graduate,0,0,0,0.75,1,0,0.6666666666666666,0.8333333333333334,0.16666666666666674,0,0,0,1.3333333333333333,1.8333333333333333,0.5,0.0,0.0,0.0,0,0.1465787549975634,Low,0.03302839713076992,Other,1,0.3
1,17,1,9670,1,1,117.0,1,1,1,4,4,117.7,1,0,0,1,1,0,20,0,0,6,9,6,14.666666666666666,0,0,6,7,6,13.857142857142858,0,8.9,1.4,3.51,Graduate,0,0,0,-0.8095238095238084,0,1,1.0,1.0,0.0,0,0,0,1.5,1.1666666666666667,-0.33333333333333326,0.0,0.0,0.0,0,0.0,Low,0.1548584097189595,None,0,0.0
